ItemUniqueID,UnlockTheme0,UnlockTheme1,UnlockTheme10,UnlockTheme11,UnlockTheme12,UnlockTheme13,UnlockTheme14,UnlockTheme15,UnlockTheme16,UnlockTheme17,UnlockTheme18,UnlockTheme19,UnlockTheme2,UnlockTheme20,UnlockTheme21,UnlockTheme22,UnlockTheme23,UnlockTheme24,UnlockTheme25,UnlockTheme26,UnlockTheme27,UnlockTheme28,UnlockTheme29,UnlockTheme3,UnlockTheme30,UnlockTheme31,UnlockTheme32,UnlockTheme33,UnlockTheme34,UnlockTheme35,UnlockTheme36,UnlockTheme37,UnlockTheme38,UnlockTheme39,UnlockTheme4,UnlockTheme5,UnlockTheme6,UnlockTheme7,UnlockTheme8,UnlockTheme9,RolePriority,TargetItems,befc0baf string5
11169,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1117,37,88,252,279,307,65534,65534,65534,65534,65534,65534,65534,123,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,133,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,150,187,208,213,243,247,0,0,
11170,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11171,103,115,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,398,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11175,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11176,91,129,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,244,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,289,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11177,6,44,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,47,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,50,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,130,139,275,291,321,65534,0,0,
11178,181,297,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,369,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11179,242,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11180,9,77,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,78,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,103,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,167,171,177,206,262,297,0,0,
11182,4,5,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,31,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,99,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,140,215,280,348,65534,65534,0,0,�
11184,396,10,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,72,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,112,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,141,158,258,343,386,406,0,0,
11185,65,10,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,72,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,112,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,141,158,258,343,386,406,0,0,
11186,10,72,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,112,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,141,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,158,258,343,386,406,65534,0,0,
11187,10,72,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,112,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,141,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,158,258,343,386,406,65534,0,0,
11188,14,102,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,154,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,208,258,350,65534,65534,65534,0,0,
11189,14,102,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,154,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,208,258,350,65534,65534,65534,0,0,
11190,14,102,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,154,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,208,258,350,65534,65534,65534,0,0,
11191,14,102,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,154,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,208,258,350,65534,65534,65534,0,0,
11192,7,96,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,370,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11193,7,96,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,370,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11194,7,96,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,370,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11195,7,96,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,370,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11196,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11197,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11198,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11199,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1120,13,29,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,93,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,98,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,126,130,263,264,289,403,0,0,
11200,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11201,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11202,150,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,301,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11203,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11204,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11205,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11206,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11207,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11208,13,109,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11209,50,176,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,412,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11210,50,176,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,412,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11211,50,176,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,412,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11212,50,176,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,412,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11213,50,176,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,412,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11214,69,35,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,110,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,325,348,404,65534,65534,65534,0,0,
11215,50,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,320,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11216,50,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,320,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11217,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11218,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11219,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11220,28,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11221,28,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11222,28,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11223,404,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11224,404,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11225,404,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11226,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11227,258,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11228,260,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11229,260,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11230,260,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11231,260,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11232,32,313,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,402,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11233,32,313,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,402,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11234,32,313,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,402,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11235,32,313,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,402,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11236,32,313,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,402,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11237,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
11238,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
11239,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
1124,88,99,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,123,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,140,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,222,280,348,356,374,65534,0,0,
11240,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
11241,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
11242,72,113,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,395,65534,65534,65534,65534,0,0,
11243,113,216,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,294,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,299,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,395,65534,65534,65534,65534,65534,0,0,
11244,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11245,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11246,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11247,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11248,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11249,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1125,6,17,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,155,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,171,177,193,261,407,65534,0,0,
11250,0,188,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,293,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11251,21,42,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,247,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11252,21,42,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,247,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11253,68,190,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,219,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11254,68,190,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,219,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11255,68,190,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,219,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11256,68,190,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,219,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11257,110,165,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,218,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11258,110,165,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,218,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11259,110,165,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,218,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,315,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1126,100,161,325,330,352,375,411,65534,65534,65534,65534,65534,173,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,175,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,180,210,286,318,320,324,0,0,
11260,16,69,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,296,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,396,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11261,99,340,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,396,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11263,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11264,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11265,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11266,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11267,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11268,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11269,196,317,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1127,52,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,291,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,333,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,345,374,403,65534,65534,65534,0,0,@
11270,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11271,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11272,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11273,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11274,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11275,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11276,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
11277,65,106,327,329,65534,65534,65534,65534,65534,65534,65534,65534,175,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,185,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,206,211,225,278,308,318,0,0,
