StrSortIdCNzh,StrSortIdEUde,StrSortIdEUen,StrSortIdEUes,StrSortIdEUfr,StrSortIdEUit,StrSortIdEUnl,StrSortIdEUru,StrSortIdJPja,StrSortIdKRko,StrSortIdTWzh,StrSortIdUSen,StrSortIdUSes,StrSortIdUSfr,UniqueID
28926,22457,20993,5008,23082,10207,18833,23164,23887,11224,20144,20591,4883,22978,3752
28927,22449,20976,6749,3392,2841,18719,4600,23889,11211,20148,20579,6732,3409,3753
4975,28481,28580,8668,5366,6009,28482,3678,11174,25560,7974,28221,8517,5526,3754
4996,28500,28548,8668,24678,6009,29113,15250,11187,25579,7998,28199,8517,24469,3755
4982,28502,28575,4965,22834,10112,28715,22992,11185,25574,7985,28218,4856,22701,3756
4986,28488,28559,6657,3234,2760,28499,4440,11191,25564,7992,28209,6645,3234,3757
13151,10705,29541,8664,5372,6011,9784,6985,5912,4951,21009,29261,8512,5531,3758
13162,10723,29518,8664,24683,6011,29053,15283,5925,4966,21025,29228,8512,24476,3759
13157,10726,29535,4907,22836,10177,9980,22993,5920,4964,21019,29256,4796,22705,3760
13159,10713,29527,6655,3241,2761,9794,4441,5931,4956,21023,29242,6640,3236,3761
28951,16105,21025,8682,5376,6015,18691,25627,23792,11122,20163,20622,8520,5536,3762
28954,16110,21022,4982,22842,10116,18820,23163,23800,11140,20174,20620,4860,22710,3763
28958,16106,21011,6664,3246,2768,18700,4595,23804,11128,20178,20610,6651,3238,3764
9288,23374,19905,8674,5381,6016,23390,20883,19684,25247,16009,19411,8530,5537,3765
9295,23384,19902,4976,22846,10183,23595,23112,19692,25259,16015,19409,4868,22716,3766
9299,23379,19895,6719,3247,2831,23398,4549,19698,25250,16017,19404,6712,3244,3767
11937,23580,21810,8670,5386,6023,22736,10368,767,12307,14095,21419,8525,5540,3768
11955,23598,21779,8670,24684,6023,29089,15327,776,12326,14118,21387,8525,24478,3769
11940,23602,21803,4970,22849,10190,22964,23060,773,12321,14107,21412,4862,22723,3770
11945,23591,21791,6715,3254,2774,22750,4477,778,12313,14111,21399,6711,3250,3771
12979,11343,11825,6468,4806,3569,10495,8037,3474,26981,21171,11604,6444,4989,3772
6166,26991,26453,27349,29000,27679,26335,24806,15562,22700,13638,26077,27421,28765,3773
23326,3083,15307,3248,2297,19006,28160,21195,25638,20475,5516,14958,3289,2274,3774
7220,12115,12609,27351,29001,27686,11264,16940,18639,26407,13070,12373,27425,28770,3775
28760,29485,4789,24313,23238,22505,2823,9062,26286,10929,25842,4667,23704,23124,3776
17368,11731,12281,4980,22854,10191,10985,23033,23383,20832,23604,12047,4872,22728,3778
17372,11725,12273,6720,3258,2775,10884,4472,23388,20827,23610,12041,6713,3255,3779
22165,26626,8027,9693,3700,24829,17902,8441,10978,13523,15107,7861,9453,3739,3783
22163,26622,8025,25829,7966,24957,4585,8445,10975,13519,15113,7860,25398,8022,3784
5882,6227,20664,16765,11476,6558,14366,16689,5407,10892,25103,20219,15897,11550,3785
9225,12329,19754,3190,22743,10452,23580,16753,19763,25338,15953,19294,3213,22634,3786
9236,12325,29743,3197,10266,2124,12657,11138,19773,16582,15944,29485,3214,10382,3787
9229,12323,19746,3187,3615,2123,23360,11094,19758,25349,15954,19283,3210,3650,3788
13095,25680,29435,15248,22791,10513,9992,16723,6062,5191,20814,29126,14662,22683,3790
13105,25679,29783,15252,10355,11635,12600,11116,6065,16434,20808,29522,14668,10465,3791
13099,25672,29429,15242,3631,11628,9838,11065,6055,5200,20817,29114,14661,3668,3792
9440,2002,19860,15417,22810,10528,23606,16758,19653,25291,16060,19378,14793,22688,3794
9451,1995,29754,15423,10376,16447,12665,11141,19657,16575,16050,29495,14800,10478,3795
9445,1994,19857,15413,3635,16443,23460,11098,19652,25296,16065,19369,14786,3674,3796
16101,25200,4120,15400,22803,10524,3709,16782,417,23614,27524,3963,14779,22687,3798
16107,25198,29739,15406,10369,16441,12597,11157,422,16567,27514,29479,14781,10473,3799
16104,25191,4112,15396,3634,16439,3501,11105,412,23623,27528,3954,14773,3673,3800
22642,14061,19716,8217,3120,3013,4034,4068,22798,13815,11362,19246,8058,3068,3802
16711,15607,15064,6402,27151,13160,15110,12761,4943,7399,10743,14755,6365,26901,3804
18608,19676,17274,26041,16945,16317,18905,5904,6463,10558,28459,16889,25808,17017,3805
18588,19697,17275,16875,16967,6467,18919,5899,6447,10564,28437,16892,16017,17035,3806
18603,19627,17269,28297,24310,5041,18872,5911,6436,10529,28469,16885,28466,24079,3808
12889,11320,11838,25460,29711,25265,10593,7951,3476,26969,21166,11618,25192,29448,3810
16322,25966,14848,3922,27161,13209,12944,10771,26079,7349,26557,14536,3883,26916,3811
17010,26488,25671,10497,23673,12550,25841,25359,4766,2176,22560,25343,10265,23443,3816
28120,25898,24888,27259,29176,22741,25292,15829,7432,2730,23866,24508,27305,28924,3817
21149,29091,19492,3479,7920,10016,27118,7887,21257,24392,4258,19041,3493,7978,3818
19530,18093,18099,3527,2149,28591,2778,4169,16146,6729,11554,17703,3516,2132,3819
9558,27875,9215,28934,29790,28721,27251,4886,12779,13593,14631,9057,29122,29529,3820
15388,16323,2166,27345,5483,5063,27727,14051,9277,13538,11814,2058,27420,5610,3821
19469,22260,20786,16800,12081,23016,3014,24073,3695,17712,24667,20356,15916,12097,3822
11815,23616,21614,29754,9394,10482,9714,21086,832,12514,13981,21205,24414,9428,3823
11817,23627,21612,17342,19542,19312,22761,20413,818,12507,13987,21201,16449,19495,3824
4814,28511,28431,29748,9389,10475,9737,21031,11217,25762,7841,28090,24409,9420,3825
4820,28520,28429,17330,19524,19293,28514,20328,11204,25761,7846,28084,16436,19481,3826
13053,10741,29404,29741,9391,10480,9665,21057,6006,5090,20845,29089,24406,9425,3827
13058,10754,29399,17328,19525,19300,9803,20360,5992,5083,20847,29087,16430,19485,3828
9219,19744,19806,17344,19537,19308,23410,20460,19715,25362,15966,19325,16453,19493,3830
14653,18200,18286,17335,19533,19292,18345,20438,4323,17500,25456,17883,16439,19490,3832
11520,24966,3752,17337,19529,19304,29662,20516,7735,2860,21264,3621,16446,19488,3834
5191,27446,28762,29800,9427,10577,9749,21018,11269,25789,8080,28402,24475,9458,3835
5196,27458,28756,17449,19659,19483,28650,20355,11254,25782,8084,28396,16562,19619,3836
12123,19159,21946,29803,9431,10546,9728,21081,896,12549,14229,21562,24478,9467,3837
12129,19172,21943,17460,19690,19506,22906,20408,879,12544,14236,21555,16580,19648,3838
13326,27978,29706,29795,9428,10545,9685,21052,6038,5136,21059,29434,24472,9460,3839
13330,27982,29705,17444,19666,19490,9953,20383,6024,5134,21063,29429,16555,19622,3840
9490,11661,19983,17465,19685,19504,23574,20458,19745,25383,16099,19507,16581,19647,3842
14780,7367,18469,17452,19683,19481,18419,20434,4356,17514,25588,18053,16569,19642,3844
29069,29079,21090,17468,19673,19495,18790,20501,23826,11183,20223,20701,16566,19628,3846
11613,23267,3842,17454,19678,19497,29741,20535,7753,2877,21346,3708,16575,19635,3848
5129,19487,28625,29808,9438,10547,9753,21040,11356,25814,7718,28256,24489,9474,3849
5130,19495,28624,17478,19596,19512,28667,20344,11337,25811,7722,28255,16591,19561,3850
12018,2232,21850,29814,9409,10556,9731,21100,1000,12572,13844,21462,24494,9449,3851
12020,2243,21848,17483,19612,19523,22939,20422,982,12570,13845,21455,16602,19585,3852
13261,13021,29578,29805,9406,10549,9692,21073,6118,5162,20712,29290,24484,9448,3853
13267,13031,29575,17473,19601,19515,9969,20371,6104,5155,20713,29287,16584,19567,3854
11712,26406,18387,17486,19606,19508,18432,20440,1121,270,14253,17972,16606,19578,3856
29028,11991,21032,17487,19603,19519,18808,20508,23867,11197,20057,20642,16596,19572,3858
16060,5960,4220,17476,19597,19513,3685,20481,587,23740,27183,4075,16586,19562,3860
5057,27761,28691,29790,9411,10533,9745,21033,11329,25726,7868,28318,24464,9450,3861
5063,27769,28679,17420,19616,19446,28610,20337,11313,25712,7872,28306,16521,19590,3862
11984,16060,21883,29793,9420,10543,9723,21097,978,12473,14011,21499,24470,9457,3863
11990,16070,21875,17438,19652,19479,22856,20418,963,12466,14015,21491,16547,19617,3864
13194,3599,29630,29784,9415,10539,9679,21069,6094,5055,20876,29358,24462,9451,3865
13197,3601,29626,17409,19629,19459,9924,20368,6085,5048,20879,29345,16510,19597,3866
9321,19812,19939,17442,19649,19472,23548,20468,19811,25325,15977,19468,16548,19612,3868
14697,25750,18411,17429,19647,19444,18402,20447,4373,17482,25472,18004,16540,19609,3870
28980,16169,21062,17428,19633,19464,18763,20511,23848,11172,20098,20673,16534,19598,3872
11583,25055,3821,17432,19640,19471,29719,20528,7768,2846,21274,3684,16541,19605,3874
15998,4043,4246,17415,19619,19453,3589,20478,555,23688,27287,4100,16516,19591,3876
14404,11408,11787,17425,19625,19454,10551,20396,7095,4022,12148,11561,16528,19596,3878
4784,18371,28535,29777,9399,10503,9744,21032,11443,25620,7789,28184,24450,9439,3885
4791,18385,28528,17387,19574,19378,28571,20335,11423,25614,7792,28180,16495,19532,3886
11781,23753,21757,29778,9405,10509,9720,21092,1087,12372,13919,21361,24455,9442,3887
11783,23761,21756,17401,19590,19393,22825,20417,1074,12371,13921,21358,16503,19550,3888
13026,22506,29502,29774,9403,10507,9673,21063,6189,5015,20767,29214,24443,9440,3889
13032,22509,29496,17384,19575,19383,9875,20364,6167,5013,20773,29207,16492,19538,3890
9200,27562,19883,17406,19586,19392,23510,20462,19872,25279,15848,19396,16507,19549,3892
14636,7134,18337,17389,19585,19373,18377,20442,4413,17451,25438,17934,16499,19544,3894
11501,6022,3802,17396,19578,19389,29695,20523,7812,2808,21248,3667,16500,19542,3896
5169,28436,28796,29729,9365,10418,9732,21025,11142,25664,8009,28438,24389,9403,3897
5156,28447,28789,17302,19493,19235,28450,20327,11127,25658,8012,28435,16412,19460,3898
14758,18160,18518,29735,9367,10416,9699,21105,4284,17465,25544,18090,24395,9406,3899
14740,18167,18512,17308,19502,19213,18315,20431,4268,17463,25548,18083,16420,19472,3900
16120,3845,4349,17296,19498,19240,3409,20472,431,23655,27444,4220,16405,19467,3902
9456,19708,20003,17317,19509,19253,23347,20450,19671,25310,16031,19524,16426,19476,3904
12093,23533,22002,29739,9371,10425,9701,21078,746,12423,14184,21619,24399,9413,3905
12078,23542,22000,17315,19511,19260,22685,20401,727,12422,14187,21613,16424,19477,3906
29039,22427,21116,17322,19499,19247,18668,20491,23775,11158,20193,20724,16415,19469,3908
4909,28644,28493,29761,9433,10563,9742,21013,11375,25884,7913,28150,24428,9473,3909
4915,28652,28490,17378,19549,19350,28566,20351,11366,25881,7915,28147,16482,19497,3910
13089,10819,29460,29760,9395,10494,9672,21050,6143,5224,20929,29150,24423,9430,3911
13090,10824,29456,17370,19555,19355,9854,20378,6128,5217,20935,29149,16473,19505,3912
9254,23436,19845,29771,19566,19365,23486,20469,19827,25427,15993,19359,24437,19523,3914
14670,18225,18320,17379,19561,19346,18360,20433,4381,17539,25501,17909,16489,19519,3916
11874,23688,21708,29768,9396,10501,9716,21084,1032,12609,14044,21303,24435,9432,3917
11878,23692,21702,17380,19571,19368,22804,20423,1014,12604,14046,21299,16490,19527,3918
15890,3963,4102,17377,19554,19353,3514,20470,603,23780,27330,3942,16477,19501,3920
28933,22453,20987,17381,19558,19359,18718,20496,23881,11221,20137,20587,16487,19512,3922
4991,28482,28569,29757,9374,10350,9735,21041,11192,25572,7980,28212,24384,9414,3923
4990,28493,28562,17350,19518,19318,28495,20326,11178,25569,7982,28211,16458,19446,3924
13161,10708,29534,29723,9379,10432,9660,21047,5935,4959,21010,29254,24378,9415,3925
13160,10716,29531,17294,19470,19322,9791,20359,5915,4958,21013,29247,16404,19449,3926
28964,16108,21016,17368,19475,19329,18697,20486,23795,11134,20168,20613,16462,19451,3928
9305,23382,19899,17361,19481,19331,23395,20456,19687,25255,16010,19408,16469,19454,3930
11954,23586,21802,29759,9382,10439,9708,21082,784,12318,14102,21409,24417,9416,3931
11947,23597,21798,17354,19485,19338,22746,20399,770,12316,14104,21402,16466,19455,3932
17379,11727,12276,17362,19489,19339,10878,20389,23382,20829,23603,12046,16471,19457,3934
20504,5130,6146,1486,5297,4909,4805,15596,14227,20637,5432,6047,24848,5464,3939
10351,13653,5968,1488,5302,4911,10109,9142,14245,20695,15164,5852,24855,5465,3941
28701,6497,13565,3292,7753,2392,12279,4902,158,15780,28975,13322,16962,7829,3943
12434,5069,18655,17964,9656,27496,12874,23848,355,15571,5721,18234,17047,9732,3946
12431,5030,18628,3383,2476,17485,12816,22333,389,15545,5703,18192,3393,2458,3947
21988,24636,2040,10165,23138,20438,24524,23788,1216,16146,22869,1930,9900,23021,3948
13508,7385,2439,11293,1633,19266,2572,3203,1795,15959,6561,2353,21396,1648,3949
10598,2504,2457,25622,4599,28671,2397,3189,1826,16189,6937,2371,25348,4754,3950
10590,2494,2470,8262,6241,28662,2409,3186,1830,16208,6903,2378,16866,6353,3951
10607,2506,2497,17812,27346,28693,2404,3182,1840,16211,6929,2394,16892,27130,3952
10564,2505,2484,27292,28755,28696,2405,3196,1846,16196,6940,2384,27334,28534,3953
10567,2502,2464,24772,9997,28684,2386,3173,1850,16181,6922,2374,24195,10099,3954
10580,2481,2501,27481,5912,28675,2388,3170,1853,16213,6934,2400,27665,5985,3955
10585,2498,2450,5161,3674,28668,2363,3181,1857,16176,6941,2362,2986,3717,3956
10558,2479,2443,5834,11500,28681,2360,3159,1863,16201,6920,2355,5713,11604,3957
10582,2509,2478,17742,9735,28691,2364,3174,1867,16165,6897,2380,16834,9814,3958
10591,2493,2507,25135,1792,28677,2379,3201,1886,16188,6915,2405,24704,1808,3959
26588,28351,12561,9285,7371,14143,5648,17592,2759,18199,20707,12323,9099,7401,3960
27764,28163,10053,16028,25690,25433,27911,13854,2978,18166,6825,9844,15272,7681,3961
7052,2893,13418,25937,9868,25674,18210,14005,3023,16895,6705,13158,25680,9967,3962
8243,7271,9474,24378,23215,22544,6461,9028,3035,17213,22853,9303,23776,23100,3963
22444,16435,18773,16104,25717,25250,27282,13953,3536,3769,6466,18343,15318,7688,3965
7648,26830,3584,2779,9606,1601,11067,19739,3599,22323,4505,3450,2807,9685,3966
21259,13916,4856,25491,10903,22750,3230,12503,21489,12167,17384,4729,25251,11049,3967
29205,12294,12999,16733,11878,25441,25963,6601,4072,3305,9834,12762,21165,11932,3968
23882,25867,27003,7849,12728,4810,6558,8284,4122,19324,11671,26643,7756,12759,3969
8396,2799,13331,9934,7786,24517,13230,3005,4162,17604,11333,13071,9722,7858,3970
8381,2816,13361,3854,16974,17982,13173,3010,4174,17624,11314,13110,3822,17047,3971
8368,2792,13328,5526,6133,5252,13209,3014,4178,17603,11328,13064,5400,6240,3972
8372,2787,13325,5887,11583,12835,13165,3000,4179,17621,11307,13063,5779,11683,3973
8370,2810,13359,17751,27378,27232,13185,3029,4183,17593,11322,13108,16841,27157,3974
14808,18327,18300,17749,9745,27249,24769,23974,4338,17369,25430,17894,16837,9817,3975
14806,18335,18496,24805,10050,16388,24781,28614,4292,17361,25420,18070,24250,10153,3976
5670,17230,23702,2850,1729,1904,24195,3283,4606,19737,10478,23348,2885,1743,3977
5682,17235,23732,16858,16971,6451,24197,29189,4616,19750,10471,23364,15998,17040,3978
5669,17193,23748,26935,25850,25513,24182,24465,4623,19729,10506,23370,26950,25690,3979
5702,17228,23754,17779,27453,27351,24207,23894,4631,19749,10493,23374,16850,27233,3980
5679,17214,23716,14132,8238,7054,24174,25768,4640,19722,10509,23355,13905,8265,3982
5652,17191,23709,5847,11533,12838,24172,10666,4642,19747,10459,23349,5717,11627,3983
5664,17202,23722,16325,11134,12428,24188,11274,4650,19712,10517,23357,15563,11241,3984
432,311,27994,27269,28730,28367,27987,14215,5384,379,25125,27647,27312,28504,3986
5849,28219,27984,27299,28761,27611,27986,14223,5392,10906,25134,27643,27335,28539,3987
15255,26832,9429,2802,25426,1565,6370,19738,5692,3651,7020,9263,2831,25254,3991
26213,24605,14098,22369,16258,2250,24856,4988,5875,17189,29221,13810,21693,16333,3992
16745,2306,2271,3661,2303,2693,13505,12521,6375,19900,15067,2184,3284,2279,3993
15212,4460,7582,3317,27483,2381,24096,12643,6812,22211,6966,7388,16956,27247,3995
15221,4456,7628,24790,10046,16394,24056,12630,6751,22158,7035,7432,24231,10139,3996
15267,4430,7629,2952,1817,1959,24054,12665,6757,22178,6976,7436,2985,1810,3997
15254,4437,7620,25914,4028,25681,24034,12645,6774,22165,6986,7419,25636,4108,3998
15274,4447,7577,25651,4687,24999,24091,12654,6778,22182,7017,7386,25341,4780,3999
15232,4452,7624,18023,27610,27392,24092,12661,6788,22190,7013,7425,17102,27390,4000
15260,4422,7626,27493,5925,27798,24064,12617,6794,22206,7008,7429,27658,5989,4001
15242,4440,7588,16224,11110,12480,24084,12655,6801,22204,7023,7391,15464,11207,4002
15276,4416,7595,16461,11430,26107,24039,12648,6744,22172,7003,7397,15682,11505,4003
19463,14786,6517,20332,14358,17996,14361,23316,7439,22349,27870,6398,20216,14391,4006
24450,14013,14078,3530,2172,3349,13483,10223,8631,2198,5354,13797,3522,2147,4008
24386,24800,7131,27300,28769,27622,5640,3839,8674,9287,19778,6991,27337,28552,4009
26760,14312,6116,2541,9911,25284,13446,6498,9548,20597,28691,6008,2539,10024,4011
26753,14306,6097,16188,11128,12422,13430,21648,9574,20583,28703,5989,15425,11231,4012
21297,24234,20930,25248,25118,24410,3997,3979,9955,13372,10231,20529,24872,24935,4013
8071,7514,9953,16214,11168,12492,27408,9525,89,3434,25735,9759,15467,11268,4014
16764,6080,23885,5323,3759,3185,27491,8434,10635,13451,17742,23518,5213,3786,4015
21911,15565,14740,9509,10910,11898,15193,13882,10242,15082,23117,14436,9309,11051,4016
16766,6087,23894,9322,6018,11513,5635,6768,10631,13456,17736,23529,9144,6115,4017
28144,23965,25242,3708,24263,11675,16528,12595,12038,14447,11769,24867,3687,24043,4019
27654,13060,18860,22085,23209,22532,4342,19774,12461,24218,24632,18423,21391,23099,4023
22741,13927,27515,25455,29718,25267,2107,14317,12550,20195,16236,27184,25187,29457,4025
20622,26041,27567,21848,7888,12690,16402,28384,12590,20570,17936,27227,13126,7942,4026
7881,4255,9838,24590,3223,1526,11263,24308,12598,10869,14804,9643,24030,3220,4027
28358,12349,22129,24539,5114,27676,22111,28465,12774,7020,5223,21784,23966,5298,4028
28788,28149,22678,27289,28749,27605,26289,6526,13222,5664,27651,22339,27331,28529,4029
17846,12059,3331,27459,20608,20523,11240,17416,13284,18016,6309,3197,27631,20506,4030
28331,11516,27043,15914,25645,25210,26633,13876,14472,19563,5237,26685,15110,25542,4033
21238,19190,23281,18490,28670,14520,25627,4361,14803,4827,19465,22933,17612,28441,4034
27412,3466,15525,28404,4686,24870,4105,29091,23050,22958,21431,15169,28570,4842,4035
27454,3474,15507,9948,7832,24566,4087,6096,23057,23016,21448,15155,9734,7889,4036
27401,3494,15555,24803,10062,16373,4096,28590,23063,23006,21467,15202,24258,10168,4037
27411,3465,15548,26990,27786,25555,4121,24446,23067,23020,21454,15188,27018,27575,4038
27418,3475,15503,25854,25897,20351,4098,10594,23074,23009,21426,15150,25586,25741,4039
27404,3460,15510,17816,27621,27376,4094,23871,23081,22976,21480,15157,16896,27402,4040
27410,3452,15496,5916,11653,12944,4082,10651,23086,23027,21422,15138,5830,11741,4041
27440,3449,15498,3377,2417,17511,4069,11230,23091,22995,21440,15143,3398,2410,4042
27428,3488,15531,17975,27407,27534,15214,10759,23093,22977,21447,15179,17076,27190,4043
27445,3477,15515,25946,4015,6435,4120,6436,23094,22965,21437,15160,25696,4141,4044
23209,7447,21460,19529,22686,4873,23303,13789,25365,7127,28033,21051,18726,22591,4045
23195,7462,21423,17863,9741,27276,23279,10762,25373,7107,28039,21026,16933,9823,4046
23204,7444,21433,26966,27776,25544,23289,24471,25376,7122,28032,21039,26977,27571,4047
23212,7440,21443,7453,16237,4882,23285,9816,25380,7116,28000,21044,7408,16310,4048
23226,7448,21454,2969,1814,1955,23288,29245,25367,7132,28007,21048,3011,1831,4049
23227,7467,21440,16339,11220,12447,23318,11276,25386,7141,28019,21042,15455,11343,4050
23220,7438,21448,27500,5923,27794,23298,25109,25391,7148,28023,21046,27677,6010,4051
23197,7434,21418,5874,11591,12859,23276,10667,25394,7137,28012,21025,5745,11727,4052
23219,7454,21416,25843,7953,20333,23296,10595,25378,7112,28013,21020,25562,8035,4053
23189,7461,21432,17883,27379,27242,23310,23967,25402,7088,28028,21034,16970,27180,4054
22272,15892,13312,2757,25437,1615,15482,6825,15050,23219,25320,13052,2776,25259,4066
28855,27131,26138,2786,25431,1604,26133,14228,15343,22539,15308,25772,2810,25257,4067
28851,27106,26126,25449,25651,25258,24428,3432,15352,22725,15289,25757,25174,25544,4068
28838,27111,26123,16283,11180,12387,26139,14234,15354,22723,15323,25756,15525,11275,4069
22120,5906,25658,18865,15479,16327,5651,29050,15527,10398,5819,25333,17973,15547,4070
8251,6635,8875,16054,10931,11918,6254,13886,15609,19548,22801,8693,15275,11067,4071
6631,27158,26842,25551,10958,25454,26480,13877,15698,26903,19200,26486,25280,11059,4072
23163,13934,6446,15648,6992,4194,2101,10873,15701,6324,18637,6330,15005,7092,4073
25943,16013,13301,24874,23633,23038,22292,14875,15971,14150,22891,13050,24327,23381,4074
23607,11511,11980,14517,9574,11182,10398,5808,16072,20220,24093,11751,14102,9648,4075
17996,17391,17406,16092,25707,25446,17579,13856,16841,4923,14313,17037,15304,7712,4076
19444,19286,19095,15001,9760,6944,6422,5685,17196,23987,13596,18657,14531,9840,4077
10213,15648,3181,3634,9856,2703,11217,29519,17334,9963,23180,3076,3601,9957,4078
27331,16366,15588,3551,2171,28582,15586,6542,17688,18019,15370,15234,3532,2146,4080
17057,6955,5410,5866,11538,3201,27227,19674,6705,21427,28847,5280,7258,11644,4081
23949,15519,24953,2843,1764,1882,19860,7241,18453,26136,22295,24559,2878,1768,4083
23927,15531,25000,9767,7683,25787,19895,7331,18463,26178,22341,24620,9543,7770,4084
23969,15528,25016,27688,19744,27864,19891,7248,18491,26161,22324,24636,27878,19728,4086
23964,15464,24958,7039,3960,4350,19849,7259,18512,26120,22305,24564,7023,3986,4087
23942,15469,24990,10470,11354,12589,19856,7302,18517,26107,22353,24606,10240,11413,4088
23980,15502,24965,26930,25882,24924,19851,7315,18495,26148,22319,24571,26947,25731,4089
23983,15516,25009,17914,27561,27322,19885,7308,18501,26163,22297,24626,17007,27334,4090
23945,15471,24996,25498,25701,25346,19857,7286,18521,26111,22354,24612,25257,7696,4092
28528,3242,2996,29705,27791,26281,3000,3477,18780,5968,9347,2898,29909,27584,4093
18226,3085,9785,18117,2767,14131,16509,5191,19016,12074,16502,9584,17198,2749,4094
29214,3649,3572,3812,2735,2686,3241,3856,19245,14050,9960,3435,3782,2723,4098
14150,29471,10036,7438,4586,2101,4786,5871,19446,24692,24649,9829,7387,4743,4099
6767,7107,9485,4878,3549,3200,27879,15116,19946,16276,15140,9314,4781,3577,4100
7190,6921,9323,10522,8000,6807,6368,25430,19956,24172,21402,9168,10292,8046,4101
26864,25735,20556,28403,29445,12802,29799,11476,20091,14117,11612,20122,28564,11652,4102
19790,19451,10392,25354,20364,16518,14520,22394,20383,24777,7411,10228,25027,20275,4104
8216,19978,20228,9729,11111,11146,19630,16232,20458,24949,22857,19751,9504,11213,4105
5282,19371,19475,24779,9990,16374,24860,28608,20614,3495,26872,19027,24203,10094,4106
22492,18021,13429,15653,7372,6401,28131,6589,20721,24841,6455,13167,15012,7407,4107
16476,15905,13294,24749,3811,23009,27338,16924,20918,13572,26918,13045,24184,3820,4108
8622,25420,8490,13410,23618,9162,2254,6050,20946,16381,23126,8331,24136,23362,4109
24206,24851,9050,16080,25730,25257,24333,13866,21047,19185,5889,8874,15295,7690,4110
7440,11179,18140,9154,23666,26223,28192,22923,21339,19820,7461,17741,8952,23435,4111
14979,10548,13115,16905,7315,28162,11382,29315,21560,26662,17381,12863,16037,7350,4113
11417,26910,26804,5462,2960,24704,5619,9955,21830,2526,18117,26436,5321,2926,4114
4717,29018,28837,21961,27628,12697,28278,12197,22108,26875,8095,28480,21270,27407,4116
6769,12911,28987,7777,20358,26151,11981,6737,22649,19403,15135,28629,7717,20270,4117
7308,16387,15985,8841,23549,20454,15902,4993,22684,19141,23419,15620,8671,23318,4118
12464,16408,15876,27092,28567,1862,10054,5741,22686,8306,12050,15516,27174,28348,4119
17635,16500,16164,17122,12376,13700,16103,12187,22989,8059,16674,15788,16244,12427,4121
17785,5283,5715,26897,25687,25243,25940,13889,23128,8365,23242,5573,26920,16440,4122
18230,29649,16616,8229,25681,25356,24442,12677,23526,9554,16496,16252,8069,7674,4123
18841,12834,29106,21654,13605,14245,17338,6183,24172,9171,6111,28761,20959,13551,4124
18914,12857,29063,16481,2730,12966,11875,9198,24271,9136,6178,28717,15722,2714,4125
23129,19553,19248,25859,7977,25048,19403,10610,24556,11442,15251,18800,25574,8033,4127
23101,27630,19288,5505,2921,24685,27356,29220,24557,11406,15270,18825,5371,2895,4128
10865,6987,16979,18471,13617,14314,9450,13574,24658,9172,26321,16626,17594,13569,4129
26232,14989,6656,16787,22656,28636,14589,14196,24746,16277,21922,6511,15910,22545,4130
25860,16021,13308,25511,25694,25417,24974,22500,24904,5454,18739,13051,25281,8227,4131
22587,29353,29788,29815,30261,29445,19001,29895,24956,18498,20296,29531,29932,29874,4132
22389,5862,8504,24783,10042,16360,25544,6073,25710,16375,27704,8349,24217,10142,4133
19898,2586,2542,25747,4693,25026,2469,24145,25813,12912,28377,2446,25494,4860,4134
16374,15288,10164,2905,6220,5360,5376,13612,25996,4793,9877,9950,8042,6336,4135
6492,5722,8190,25632,4603,24910,12517,24094,13134,5653,26251,8031,25355,4761,4137
6457,5690,8196,26926,27712,25492,12501,3488,13137,5654,26239,8035,26942,27504,4138
6462,5732,8198,3630,6166,2411,12495,23793,13143,5656,26234,8042,3589,6266,4139
9869,22983,22121,26840,20499,20377,22423,20669,26213,11379,19236,21769,26861,20405,4140
6480,5720,8217,3293,2464,6433,12488,6433,13144,5633,26241,8058,3333,2449,4141
6468,5694,8205,17755,27350,27310,12503,23830,13146,5627,26260,8043,16842,27131,4142
6478,5705,8213,7072,7592,11721,12509,14334,13149,5621,26253,8055,15698,7628,4143
6474,5710,8212,24789,10001,16379,12511,14349,13152,5625,26258,8051,24238,10102,4144
7338,23115,25721,15851,23317,13153,10157,24660,21597,19994,18203,25390,26670,9562,4145
7338,23115,25721,15851,23317,13153,10157,24660,21597,19994,18203,25390,26670,9562,4146
7338,23115,25721,15851,23317,13153,10157,24660,21597,19994,18203,25390,26670,9562,4147
7338,23115,25721,15851,23317,13153,10157,24660,21597,19994,18203,25390,26670,9562,4148
7338,23115,25721,15851,23317,13153,10157,24660,21597,19994,18203,25390,26670,9562,4149
10410,5091,5590,19164,25781,17589,4675,29491,17265,21125,5161,5475,18310,25615,4150
14056,6342,24069,15769,23349,13633,5964,19937,11606,15155,26979,23683,26809,9600,4151
7620,25371,18692,6201,27105,13298,24485,28096,3688,21492,4589,18275,6117,26867,4154
8079,3569,17127,26125,17000,6823,18575,10982,22593,8171,19902,16767,25900,17062,4155
8079,3569,17127,26125,17000,6823,18575,10982,22593,8171,19902,16767,25900,17062,4156
8079,3569,17127,26125,17000,6823,18575,10982,22593,8171,19902,16767,25900,17062,4157
27987,26570,25990,29185,24025,28964,26106,5497,16745,5520,16609,25625,29306,23795,4158
27987,26570,25990,29185,24025,28964,26106,5497,16745,5520,16609,25625,29306,23795,4159
16602,22335,19075,29457,23719,28963,11725,16585,17131,23959,18585,18628,29623,23491,4160
16602,22335,19075,29457,23719,28963,11725,16585,17131,23959,18585,18628,29623,23491,4161
