Music,MustFtr1,MustFtr2,MustFtr3,OutdoorFtr1,OutdoorFtr2,RoomSizeX,RoomSizeY,SortID,UniqueID,OutdoorRebodyNum1,OutdoorRebodyNum2,OutdoorRefabricNum1,OutdoorRefabricNum2,RebodyNum1,RebodyNum2,RebodyNum3,RefabricNum1,RefabricNum2,RefabricNum3
2452,4013,7653,1456,65535,65535,6,6,245,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2458,13252,13288,79,65535,65535,6,6,246,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2419,13624,65535,65535,12340,3345,6,6,247,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7657,13633,65535,65535,13581,13582,6,6,248,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2467,13623,889,1434,65535,65535,6,6,249,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2453,4100,65535,65535,5972,1433,6,6,250,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2463,7525,8464,2012,65535,65535,6,6,251,251,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
2422,664,12782,65535,7868,65535,6,6,252,252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2437,1217,3683,2776,65535,65535,6,6,253,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2481,1082,12822,65535,12366,65535,6,6,254,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2491,13621,13622,65535,65535,65535,6,6,255,255,-1,-1,-1,-1,4,6,-1,-1,-1,-1
7666,1232,954,65535,65535,65535,6,6,256,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4313,3784,1750,3783,65535,65535,6,6,257,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2405,13255,11090,65535,65535,65535,6,6,258,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2468,13203,13201,13202,65535,65535,6,6,259,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2470,7236,7232,7235,65535,65535,6,6,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2485,3619,13084,65535,65535,65535,6,6,261,261,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
2427,3971,3972,65535,14108,65535,6,6,262,262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2417,14214,65535,65535,3776,7229,6,6,263,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2419,717,2559,65535,12606,65535,6,6,264,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2474,1045,1836,793,65535,65535,6,6,265,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4318,3623,13522,13251,65535,65535,6,6,266,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2428,13362,3774,65535,14549,65535,6,6,267,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2416,1266,2562,13652,65535,65535,6,6,268,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2479,3443,3442,1838,65535,65535,6,6,269,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2449,3230,724,13479,65535,65535,6,6,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2436,13496,65535,65535,14466,1157,6,6,271,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2410,13370,1157,1120,65535,65535,6,6,272,272,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2434,13360,65535,65535,4226,2010,6,6,273,273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2454,12769,12775,13727,65535,65535,6,6,274,274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2457,725,65535,65535,1111,710,6,6,275,275,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2447,13884,65535,65535,3776,14106,6,6,276,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2464,1779,13369,12705,65535,65535,6,6,277,277,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
2469,3467,4053,4054,65535,65535,6,6,278,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2446,13578,3468,65535,1620,65535,6,6,279,279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2483,3980,3979,5956,65535,65535,6,6,280,280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2476,4412,667,1087,65535,65535,6,6,281,281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2446,13517,13509,13503,65535,65535,6,6,282,282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2421,9699,13010,12670,65535,65535,6,6,283,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2466,725,65535,65535,677,676,6,6,284,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2477,1232,4015,12339,65535,65535,6,6,285,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2432,13306,13305,13247,65535,65535,6,6,286,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2414,290,287,13683,65535,65535,6,6,287,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2444,383,1058,3449,65535,65535,6,6,288,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4318,739,12829,5978,65535,65535,6,6,289,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2425,6826,65535,65535,1439,1440,6,6,290,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2476,7681,7865,65535,65535,65535,6,6,291,291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2444,336,335,3962,65535,65535,6,6,292,292,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
2474,13467,65535,65535,1430,1429,6,6,293,293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2425,13662,14887,65535,65535,65535,6,6,294,294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2425,12675,13576,65535,967,65535,6,6,295,295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2439,1452,14483,65535,65535,65535,6,6,296,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2466,13745,725,13112,65535,65535,6,6,297,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2465,730,729,65535,11941,65535,6,6,298,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2435,4006,7845,65535,65535,65535,6,6,299,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2442,13502,13510,1445,65535,65535,6,6,300,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2482,13294,12365,13340,65535,65535,6,6,301,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2407,13139,4125,13141,65535,65535,6,6,302,302,-1,-1,-1,-1,3,3,3,1,-1,1
2488,13575,7189,9538,65535,65535,6,6,303,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2467,12608,7527,65535,8419,65535,6,6,304,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2445,4759,3346,65535,1189,65535,6,6,305,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7664,13305,13515,65535,7379,65535,6,6,306,306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2450,13583,1019,65535,65535,65535,6,6,307,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2438,3465,13632,65535,65535,65535,6,6,308,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2475,12994,13630,13514,65535,65535,6,6,309,309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2474,12772,4226,2010,65535,65535,6,6,310,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7661,1143,5970,65535,65535,65535,6,6,311,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2447,3954,7132,65535,65535,65535,6,6,312,312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2405,1127,4070,1870,65535,65535,6,6,313,313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2493,3820,4279,4078,65535,65535,6,6,314,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2447,950,849,9503,65535,65535,6,6,315,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2431,1644,969,849,65535,65535,6,6,316,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2479,3501,3504,12610,65535,65535,6,6,317,317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2442,3590,12543,840,65535,65535,6,6,318,318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7664,13295,1112,1412,65535,65535,6,6,319,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2420,833,13666,7453,65535,65535,6,6,320,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2462,3230,14534,12999,65535,65535,6,6,321,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2407,1495,13252,65535,65535,65535,6,6,322,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2461,1558,65535,65535,4708,808,6,6,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2463,4016,3654,65535,65535,65535,6,6,324,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2442,12516,13635,1045,65535,65535,6,6,325,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2407,12365,13340,65535,967,65535,6,6,326,326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2433,13205,1329,1412,65535,65535,6,6,327,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2410,12679,14575,65535,65535,65535,6,6,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2408,13666,1103,1757,65535,65535,6,6,329,329,-1,-1,-1,-1,-1,2,-1,-1,-1,-1
2441,13504,13502,13510,65535,65535,6,6,330,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2480,13139,1753,1836,65535,65535,6,6,331,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7657,1712,13255,13302,65535,65535,6,6,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2481,3442,3443,1128,65535,65535,6,6,333,333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7663,12607,13367,65535,13676,65535,6,6,334,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2477,4025,2559,65535,65535,65535,6,6,335,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2489,12818,12776,65535,12699,65535,6,6,336,336,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2413,12599,1319,538,65535,65535,6,6,337,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2411,1081,1042,3958,65535,65535,6,6,338,338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2417,12778,13205,14050,65535,65535,6,6,339,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2491,1840,13141,5957,65535,65535,6,6,340,340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2466,3622,981,65535,65535,65535,6,6,341,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2483,1186,1054,65535,1442,65535,6,6,342,342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2462,4125,13246,3305,65535,65535,6,6,343,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2494,8225,12207,13464,65535,65535,6,6,344,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2440,12885,1128,6676,65535,65535,6,6,345,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4314,13469,7527,6675,65535,65535,6,6,346,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7668,12691,7869,13124,65535,65535,6,6,347,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2482,13294,664,7259,65535,65535,6,6,348,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2419,3592,12769,1277,65535,65535,6,6,349,349,-1,-1,-1,-1,1,3,-1,-1,-1,-1
2419,14192,65535,65535,12685,14213,6,6,350,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2423,4053,13985,65535,13294,65535,6,6,351,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7668,13504,13508,13510,65535,65535,6,6,352,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2466,12249,12254,65535,65535,65535,6,6,353,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7668,1054,1439,65535,65535,65535,6,6,354,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2488,864,13643,7599,65535,65535,6,6,355,355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2412,1753,1836,13221,65535,65535,6,6,356,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2426,4015,13010,13523,65535,65535,6,6,357,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4312,13296,1606,65535,65535,65535,6,6,358,358,-1,-1,-1,-1,-1,3,-1,-1,-1,-1
2488,1263,1627,1626,65535,65535,6,6,359,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4312,13205,13950,12708,65535,65535,6,6,360,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2472,9619,12311,13647,65535,65535,6,6,361,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2459,742,1103,1127,65535,65535,6,6,362,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2413,7189,13469,65535,65535,65535,6,6,363,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2483,4117,12705,3443,65535,65535,6,6,364,364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2407,12614,7236,65535,967,65535,6,6,365,365,1,-1,-1,-1,5,1,-1,-1,-1,-1
2418,13294,9584,1117,65535,65535,6,6,366,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7661,954,918,3958,65535,65535,6,6,367,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2479,3966,891,65535,4066,65535,6,6,368,368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2430,1849,13111,109,65535,65535,6,6,369,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2438,6826,1186,6829,65535,65535,6,6,370,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2456,12774,12819,65535,12880,65535,6,6,371,371,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
7657,3954,3958,65535,12693,65535,6,6,372,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2456,12691,65535,65535,12683,12690,6,6,373,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2459,1128,3995,3442,65535,65535,6,6,374,374,-1,-1,-1,-1,3,-1,-1,-1,-1,-1
4313,13510,14486,7526,65535,65535,6,6,375,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2434,4143,791,13937,65535,65535,6,6,376,376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7662,9502,3672,65535,65535,65535,6,6,377,377,-1,-1,-1,-1,2,3,-1,-1,-1,-1
2481,1444,13296,65535,13621,65535,6,6,378,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2408,13116,13118,13576,65535,65535,6,6,379,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2453,3701,3702,1411,65535,65535,6,6,380,380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2450,7653,4015,4078,65535,65535,6,6,381,381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2477,2606,2575,3959,65535,65535,6,6,382,382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2475,7237,7235,65535,6032,65535,6,6,383,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2456,13505,13511,65535,13472,65535,6,6,384,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2415,12772,3416,65535,65535,65535,6,6,385,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2436,538,1326,4116,65535,65535,6,6,386,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2416,1227,7789,65535,1778,65535,6,6,387,387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4314,13010,3975,65535,65535,65535,6,6,388,388,-1,-1,-1,-1,2,-1,-1,3,-1,-1
7665,14054,3618,12708,65535,65535,6,6,389,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4318,865,1348,13243,65535,65535,6,6,390,390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4314,13621,4196,12882,65535,65535,6,6,391,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2408,918,920,65535,12699,65535,6,6,392,392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2494,4122,4034,3490,65535,65535,6,6,393,393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2480,5955,13139,1345,65535,65535,6,6,394,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2477,1429,65535,65535,1434,1433,6,6,395,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2485,9814,12713,65535,65535,65535,6,6,396,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2455,12344,65535,65535,65535,65535,6,6,397,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2443,8302,12778,65535,65535,65535,6,6,398,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7660,12340,13624,65535,13635,65535,6,6,399,399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2409,794,920,65535,12699,65535,6,6,400,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2426,1141,65535,65535,5337,3501,6,6,401,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2435,7525,13361,7528,65535,65535,6,6,402,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2448,12338,2736,1108,65535,65535,6,6,403,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2432,1644,849,13469,65535,65535,6,6,404,404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7663,13584,4076,65535,65535,65535,6,6,405,405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2468,13113,7153,4110,65535,65535,6,6,406,406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4312,292,2604,12708,65535,65535,6,6,407,407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7660,3950,12614,12778,65535,65535,6,6,408,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2471,287,793,4048,65535,65535,6,6,409,409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2405,20,3965,3449,65535,65535,6,6,410,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7661,1851,791,1840,65535,65535,6,6,411,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7668,941,8096,969,65535,65535,6,6,412,412,-1,-1,-1,-1,1,1,-1,7,3,-1
65535,65535,65535,65535,65535,65535,-1,-1,413,476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,414,477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,415,478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,416,479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,417,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,418,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,419,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,420,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,421,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,422,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,423,486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,424,487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,425,488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,426,489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,427,490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,428,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,429,492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,430,493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,431,494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,432,495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,433,496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,434,497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,435,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,436,499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,437,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,438,501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,439,502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,440,503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,441,504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,442,505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,443,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,444,507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,445,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,446,509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,447,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,448,511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,449,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,450,513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,451,514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,452,515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,453,516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,454,517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,455,518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,456,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,457,520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,458,521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,459,522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,460,523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,461,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,462,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,463,526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,464,527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,465,528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,466,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,467,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,468,531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,469,532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,470,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,471,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,472,535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,473,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,474,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65535,65535,65535,65535,65535,65535,-1,-1,475,538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
