EmoticonTool,LowerSetting,UISortID,UniqueID,9f5123d4 u8,d5217761 u8,AsCommand,CancelFootSE,CancelFootprint,Comment,DisableEmoticon,Misc,MoveAs,ToolAsCommand
None,EnableOnlyLowerBody_Swim,65535,280,0,255,PlayerSwimStand,1,0,Player:立ち泳ぎ,0,0,0,
None,DisableOnlyLowerBody,65535,282,3,255,CommonSmellFlower,0,0,花の匂いをかぐ,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,286,4,255,CommonBedIn,1,1,ベッドに乗る,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,287,4,255,CommonBedRollover,0,0,ベッドで転がる,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,288,7,255,CommonBedOut,1,1,ベッドから降りる,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,289,7,255,NpcSitOnGround,0,0,NPC：地面に座る,0,0,0,
None,DisableOnlyLowerBody,65535,290,0,255,PlayerFenceMakerReady,0,0,Player:柵造成、準備,0,0,0,
None,DisableOnlyLowerBody,65535,291,0,255,PlayerFenceMakerReadyWait,0,0,Player:柵造成、準備後待機,0,0,0,
None,DisableOnlyLowerBody,65535,292,0,255,PlayerFenceMakerAction,0,0,Player:柵造成、アクション,0,0,0,
None,DisableOnlyLowerBody,65535,293,0,255,PlayerFenceMakerActionNG,0,0,Player:柵造成、NGアクション,0,0,0,
None,DisableOnlyLowerBody,65535,295,0,255,PlayerRiverMakerDigReady,0,0,Player:川造成堀り、準備,0,0,0,
None,DisableOnlyLowerBody,65535,296,0,255,PlayerRiverMakerDigReadyWait,0,0,Player:川造成掘り、準備Keep,0,0,0,
None,DisableOnlyLowerBody,65535,297,0,255,PlayerRiverMakerDig,0,0,Player:川造成掘り、川作る,0,0,0,
None,DisableOnlyLowerBody,65535,298,0,255,PlayerRiverMakerBury,0,0,Player:川造成埋め、川埋める,0,0,0,
None,DisableOnlyLowerBody,65535,301,0,255,PlayerRiverMakerBuryReady,0,0,Player:川造成埋め、準備,0,0,0,
None,DisableOnlyLowerBody,65535,302,0,255,PlayerRiverMakerBuryReadyWait,0,0,Player:川造成埋め、準備Keep,0,0,0,
None,DisableOnlyLowerBody,65535,303,0,255,PlayerRiverMakerFallDig,0,0,Player:川造成掘り、滝作る,0,0,0,
None,DisableOnlyLowerBody,65535,304,0,255,PlayerRiverMakerFallBury,0,0,Player:川造成埋め、滝埋める,0,0,0,
None,DisableOnlyLowerBody,65535,306,0,255,TkkABeat3,0,0,とたけけ：ギター３拍子,0,64,0,
None,DisableOnlyLowerBody,65535,307,0,255,TkkABeat4,0,0,とたけけ：ギター４拍子,0,64,0,
None,DisableOnlyLowerBody,65535,308,3,255,PlayerDemoReadyMove,0,0,Player:会話開始の位置調整移動,0,0,0,
None,DisableOnlyLowerBody,65535,312,7,255,CommonChairSitdownReady,0,0,イスに座る、準備,0,0,0,
None,DisableOnlyLowerBody,65535,313,7,255,CommonChairSitdownReadyWait,0,0,イスに座る、準備後待機,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,314,7,255,CommonChairSitdownAction,1,1,イスに座る、アクション,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,315,7,255,CommonChairStandupReady,0,1,イスから降りる、準備,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,316,7,255,CommonChairStandupReadyWait,0,1,イスから降りる、準備後待機,0,0,0,
None,DisableOnlyLowerBody,65535,317,7,255,CommonChairStandupAction,1,1,イスから降りる、アクション,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,318,7,255,CommonChairSitdownTurn,1,1,イスに座る、方向転換,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,319,7,255,CommonChairStandupFail,1,1,イスから降りる、失敗,0,0,0,
None,DisableOnlyLowerBody,65535,320,0,255,PlayerScoopDigStump,1,0,Player:スコップで切り株を掘る,0,0,0,
None,DisableOnlyLowerBody,65535,321,0,255,PlayerScoopDigGetDemoKeep,1,0,Player:スコップで掘ってゲットデモキープ,0,0,0,
None,DisableOnlyLowerBody,65535,322,2,255,PlayerPickupGetDemoKeep,0,0,Player:拾ってゲットデモ姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,323,0,255,CommonRodGetDemoKeep,0,0,Player:つりざおでサカナゲットデモ姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,324,0,255,PlayerNetGetDemoKeep,0,0,Player:アミでムシゲットデモ姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,325,2,255,PlayerShowKeep,0,0,Player:見せびらかし姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,326,2,255,PlayerChestOpenKeep,0,0,Player:タンスを開ける姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,327,2,255,PlayerFtrHoldWait,0,0,Player:家具つかむ姿勢キープ,0,6,0,
None,DisableOnlyLowerBody,65535,328,0,255,PlayerToolBreakKeep,0,0,Player:道具壊れる姿勢キープ,0,0,0,
None,EnableOnlyLowerBody_Swim,65535,329,0,255,PlayerDiveOutAndGetKeep,0,0,Player:潜水状態から浮上してゲットデモキープ,0,0,0,
None,DisableOnlyLowerBody,65535,331,3,255,CommonPitfallFall,1,1,落とし穴、穴に落ちる,0,0,0,
None,DisableOnlyLowerBody,65535,332,3,255,CommonPitfallStruggle,1,1,落とし穴、穴でもがく,0,0,0,
None,DisableOnlyLowerBody,65535,333,3,255,CommonPitfallOut,1,1,落とし穴、穴から脱出,0,0,0,
None,DisableOnlyLowerBody,65535,334,3,255,CommonPitfallWobbling,1,1,落とし穴、落ちる前にぐらつく,0,0,0,
None,DisableOnlyLowerBody,65535,335,0,255,CommonPitfallStruggle_NoPartial,1,1,落とし穴、穴でもがく（Partial禁止）,0,0,0,
None,DisableOnlyLowerBody,65535,336,0,255,CommonPitfallFall_NoPartial,1,1,落とし穴、穴に落ちる（Partial禁止）,0,0,0,
None,DisableOnlyLowerBody,65535,337,0,255,PlayerScoopDigGetPutaway,1,0,Player:スコップで掘ってしまう,0,0,0,
None,DisableOnlyLowerBody,65535,338,0,255,NpcNetMove,1,0,NPC：アミを構えて歩く,0,0,0,
None,DisableOnlyLowerBody,65535,340,7,255,NpcTurnDriven,0,0,NPC：アニメドリブンターン,0,0,0,
None,DisableOnlyLowerBody,65535,343,2,255,PlayerScoopDigGetPutawayAfter,0,0,Player:スコップで掘ってしまう後処理,0,0,0,
None,DisableOnlyLowerBody,65535,345,1,255,NpcGymnastics,0,0,NPC：体操,0,0,0,
None,DisableOnlyLowerBody,65535,346,7,255,CommonBedInReady,1,1,ベッドに乗る、準備,0,0,0,
None,DisableOnlyLowerBody,65535,347,7,255,CommonBedInReadyWait,1,1,ベッドに乗る、準備後待機,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,348,4,255,CommonBedOutReady,1,1,ベッドから降りる、準備,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,349,4,255,CommonBedOutReadyWait,1,1,ベッドから降りる、準備後待機,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,350,4,255,CommonBedRolloverReady,0,0,ベッドで転がる、準備,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,351,4,255,CommonBedRolloverReadyWait,0,0,ベッドで転がる、準備後待機,0,0,0,
None,DisableOnlyLowerBody,65535,352,3,255,NpcSinging,0,0,NPC：歌う,0,4,0,
None,DisableOnlyLowerBody,65535,357,0,255,CommonWateringUpperLevel,0,0,ジョウロを使用(スキルアップ時),0,0,0,
None,DisableOnlyLowerBody,65535,359,0,255,NpcFacialConcern03,0,0,NPC：フェイシャル：関心③,0,0,0,
None,DisableOnlyLowerBody,65535,360,3,255,PlayerSharePlayWarpIn2,1,0,Player:おすそわけ：画面外ワープ出現,0,0,0,
None,DisableOnlyLowerBody,65535,361,2,255,PlayerCandleBlow,0,0,Player:ろうそくを吹く,0,6,0,
None,DisableOnlyLowerBody,65535,362,0,255,TkkAGuitarWait,0,0,とたけけ：ギターウエイト,0,64,0,
None,DisableOnlyLowerBody,65535,363,2,255,FtrPushDisable,0,0,Player:家具が押せない,0,0,0,
None,DisableOnlyLowerBody,65535,364,2,255,FtrPullDisable,0,0,Player:家具が引けない,0,0,0,
None,DisableOnlyLowerBody,65535,365,2,255,FtrRotateDisable,0,0,Player:家具が回せない,0,0,0,
None,DisableOnlyLowerBody,65535,366,2,255,PlayerShowSideways,0,0,Player:見せびらかし（横持ち）,0,0,0,
None,DisableOnlyLowerBody,65535,367,2,255,PlayerShowSidewaysKeep,0,0,Player:見せびらかし姿勢キープ（横持ち）,0,0,0,
None,DisableOnlyLowerBody,65535,368,0,255,CommonRodGetDemoSideways,0,0,サカナ、ゲットデモ(横持ち),0,0,0,
None,DisableOnlyLowerBody,65535,369,0,255,CommonRodGetDemoSidewaysKeep,0,0,サカナ、ゲットデモ姿勢キープ(横持ち),0,0,0,
None,DisableOnlyLowerBody,65535,370,0,255,PlayerLongStickReady,0,0,Player:川越え準備,0,0,0,
None,DisableOnlyLowerBody,65535,371,0,255,PlayerLongStickReadyWait,0,0,Player:川越え準備、待機,0,0,0,
None,DisableOnlyLowerBody,65535,372,0,255,PlayerLongStick,1,0,Player:川越え,0,0,0,
None,DisableOnlyLowerBody,65535,373,0,255,PlayerLongStickLand,1,0,Player:川越え着地,0,0,0,
None,DisableOnlyLowerBody,65535,374,0,255,PlayerLongStickCancel,0,0,Player:川越え、キャンセル,0,0,0,
None,DisableOnlyLowerBody,65535,375,0,255,CommonRodCatchSideways,0,0,つりざお、サカナ引き上げ(横持ち),0,0,0,
None,DisableOnlyLowerBody,65535,376,0,255,NpcFacialConcern02,0,0,NPC：フェイシャル：関心②,0,0,0,
None,DisableOnlyLowerBody,65535,377,0,255,NpcFacialConcern01,0,0,NPC：フェイシャル：関心①,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,378,4,255,CommonBedRolloverFail,1,1,ベッドで転がる、失敗,0,0,0,
None,DisableOnlyLowerBody,65535,380,3,255,PlayerBeeSting,0,0,Player:ハチに刺される,0,0,0,
None,DisableOnlyLowerBody,65535,385,3,255,NpcWatchDisplay,0,0,NPC：観察（博物館・商店）,0,0,0,
None,DisableOnlyLowerBody,65535,388,3,255,PlayerFaint,0,0,Player:気絶する,0,0,0,
None,DisableOnlyLowerBody,65535,390,0,10,CommonPaperFan,0,0,うちわをあおぐ,0,4,0,
None,DisableOnlyLowerBody,65535,391,0,0,CommonOcarinaSound,0,0,オカリナを鳴らす,0,6,0,
None,DisableOnlyLowerBody,65535,392,0,255,CommonOcarinaKeepPose,0,0,オカリナ構えキープ,0,6,0,
None,DisableOnlyLowerBody,65535,393,0,0,CommonPanpipeSound,0,0,パンフルートを鳴らす,0,6,0,
None,DisableOnlyLowerBody,65535,394,0,255,CommonPanpipeKeepPose,0,0,パンフルート構えキープ,0,6,0,
None,DisableOnlyLowerBody,65535,395,0,0,CommonTambourineSound,0,0,タンバリンを鳴らす,0,6,0,
None,DisableOnlyLowerBody,65535,396,0,255,CommonTambourineKeepPose,0,0,タンバリン構えキープ,0,6,0,
None,DisableOnlyLowerBody,65535,397,0,255,PlayerAxeDullHitTree,0,0,Player:切れないオノでたたく,0,0,0,
None,DisableOnlyLowerBody,65535,398,0,255,CommonSmartPhoneHand,0,0,スマホ持ちアニメ,0,0,0,
None,DisableOnlyLowerBody,65535,399,2,255,CommonSmartPhonePutaway,0,0,スマホしまう,0,28,0,
None,DisableOnlyLowerBody,65535,400,2,255,CommonSmartPhonePullout,0,0,スマホ取り出す,0,28,0,
None,DisableOnlyLowerBody,65535,404,0,255,GulSleeping,0,0,ジョニー：寝てる,0,64,0,
None,DisableOnlyLowerBody,65535,405,0,255,MaReGulCollapsed,0,0,ジョニー：特殊漫符：うなされる,0,64,0,
None,DisableOnlyLowerBody,65535,406,0,255,GulGetUp,0,0,ジョニー：起き上がる,0,64,0,
None,DisableOnlyLowerBody,65535,414,1,255,NpcWorkout,0,0,NPC：筋トレ,0,0,0,
None,DisableOnlyLowerBody,65535,415,1,255,NpcDrinking,0,0,NPC：飲む,0,4,0,
None,DisableOnlyLowerBody,65535,416,1,255,NpcEating,0,0,NPC：食べる,0,4,0,
None,DisableOnlyLowerBody,65535,418,0,255,NpcCleaning,0,0,NPC：そうじ（ほうき）,0,0,0,
None,DisableOnlyLowerBody,65535,420,0,255,PlayerLinecarDeleteAction,1,0,Player:道造成、削りアクション,0,0,0,
None,DisableOnlyLowerBody,65535,421,0,255,CommonPitfallOut_NoPartial,1,1,落とし穴、穴から脱出（Partial禁止）,0,0,0,
None,DisableOnlyLowerBody,65535,422,0,255,PlayerLinecarDeleteReadyWait,0,0,Player:道造成、削り準備後待機,0,0,0,
None,DisableOnlyLowerBody,65535,423,0,255,PlayerLinecarDeleteReady,0,0,Player:道造成、削り準備,0,0,0,
None,DisableOnlyLowerBody,65535,427,3,255,PlayerAIMove,0,0,プレイヤ、AI移動,0,0,1,
None,DisableOnlyLowerBody,65535,428,2,255,PlayerSharePlayRecieveMain,0,0,Player:おすそわけ：メイン権限、受け取り,0,20,0,
None,DisableOnlyLowerBody,65535,429,2,255,PlayerSharePlayPassMain,0,0,Player:おすそわけ：メイン権限、受け取り待ち,0,20,0,
None,DisableOnlyLowerBody,65535,430,0,255,MaReNpcShuffle,0,0,【漫符】NPC:カードシャッフル,0,0,0,
None,DisableOnlyLowerBody,65535,431,0,255,MaReNpcHoldout,0,0,【漫符】NPC:カードを出す,0,0,0,
None,DisableOnlyLowerBody,65535,432,3,255,PlayerOutfitChangeBag,1,1,Player:装備変更(カバン),0,0,0,
None,DisableOnlyLowerBody,65535,433,3,255,PlayerOutfitChangeFoot,1,1,Player:装備変更(足元),0,0,0,
None,DisableOnlyLowerBody,65535,434,3,255,PlayerOutfitChangeHead,1,1,Player:装備変更(あたま),0,0,0,
None,DisableOnlyLowerBody,65535,437,3,255,CommonSmartPhoneTalk,0,0,スマホ、電話中,0,22,0,
None,DisableOnlyLowerBody,65535,438,0,255,PlayerWorkbenchMaking,0,0,Player:作業台もぞもぞ,0,0,0,
None,DisableOnlyLowerBody,65535,439,0,255,PlayerWorkbenchGetDemo,0,0,Player:作業台ゲットデモ,0,0,0,
None,DisableOnlyLowerBody,65535,441,7,255,CommonStumpSitdownReady,0,0,切り株に座る、準備,0,0,0,
None,DisableOnlyLowerBody,65535,442,7,255,CommonStumpSitdownReadyWait,0,0,切り株に座る、準備後待機,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,443,7,255,CommonStumpSitdownAction,1,1,切り株に座る、アクション,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,444,7,255,CommonStumpSitdownTurn,1,1,切り株に座る、方向転換,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,445,7,255,CommonStumpStandupReady,0,0,切り株から降りる、準備,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,446,7,255,CommonStumpStandupReadyWait,0,0,切り株から降りる、準備後待機,0,0,0,
None,DisableOnlyLowerBody,65535,447,7,255,CommonStumpStandupAction,1,1,切り株から降りる、アクション,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,448,7,255,CommonStumpStandupFail,1,1,切り株から降りる、失敗,0,0,0,
None,DisableOnlyLowerBody,65535,449,3,255,PlayerBeeMedicine,0,0,Player:ハチ刺されから回復,0,0,0,
None,DisableOnlyLowerBody,65535,450,7,255,NpcSitDownGround,0,0,NPC：地面に座る開始,0,0,0,
None,DisableOnlyLowerBody,65535,451,7,255,NpcStandUpGround,0,0,NPC：地面から立つ,0,0,0,
None,DisableOnlyLowerBody,65535,452,3,255,CommonSmartPhoneDataExchange,0,0,スマホ、データ交換中,0,20,0,
None,DisableOnlyLowerBody,65535,453,0,255,NpcRodWaitHit,0,0,NPC：つりざお、くいつき待ち,0,0,0,
None,DisableOnlyLowerBody,65535,454,0,255,NpcRodCasting,1,0,NPC：つりざお、振る,0,0,0,
None,DisableOnlyLowerBody,65535,455,0,255,NpcRodReturnFloat,0,0,NPC：つりざお、ウキひきあげ,0,0,0,
None,DisableOnlyLowerBody,65535,456,1,255,NpcWatering,0,0,NPC：ジョウロ,0,0,0,
None,DisableOnlyLowerBody,65535,457,3,255,NpcConversationTalk,0,0,NPC：会話のフリ話し掛ける,0,30,0,
None,DisableOnlyLowerBody,65535,458,3,255,PlayerSharePlayWarpSceneIn,1,0,Player:おすそわけ：ステージ入場ワープ出現,0,0,0,
None,DisableOnlyLowerBody,65535,460,0,255,PlayerToolNG,0,0,Player:造成系NGアクション,0,0,0,
None,DisableOnlyLowerBody,65535,461,0,255,PlayerClosetUIChangePause,1,1,Player:クローゼット着替えポーズ,0,0,0,
None,DisableOnlyLowerBody,65535,462,1,255,NpcDuster,0,0,NPC：そうじ（はたき）,0,0,0,
None,DisableOnlyLowerBody,65535,464,0,255,PlayerPinataSwing,1,0,Player:ピニャータを叩く,0,0,0,
None,DisableOnlyLowerBody,65535,465,0,255,NpcMoveGst,0,0,ゆうたろう：歩く,0,64,0,
None,DisableOnlyLowerBody,65535,466,0,255,CommonStandWaitGst,0,0,ゆうたろう：ウエイト,0,64,0,
None,DisableOnlyLowerBody,65535,467,0,255,GstAppear,0,0,ゆうたろう：復活,0,64,0,
None,DisableOnlyLowerBody,65535,468,0,255,GstScatter,0,0,ゆうたろう：飛び散る（デモ開始）,0,64,0,
None,DisableOnlyLowerBody,65535,469,0,255,GstDisappear,0,0,ゆうたろう：退場,0,64,0,
None,DisableOnlyLowerBody,65535,470,2,255,ShootingStarMakeAWish,0,0,流れ星:祈る,0,0,0,
None,DisableOnlyLowerBody,65535,471,0,255,PlayerCliffMakerNGReady,0,0,Player:崖造成NG、準備,0,0,0,
None,DisableOnlyLowerBody,65535,472,0,255,PlayerRiverMakerNGReady,0,0,Player:川造成NG、準備,0,0,0,
None,DisableOnlyLowerBody,65535,473,0,255,PlayerRiverMakerReflectReady,0,0,Player:崖造成跳ね返り、準備,0,0,0,
None,DisableOnlyLowerBody,65535,474,0,255,PlayerRiverMakerAirshotReady,0,0,Player:川造成空振り、準備,0,0,0,
None,DisableOnlyLowerBody,65535,475,0,255,PlayerCliffMakerAirshotReady,0,0,Player:崖造成空振り、準備,0,0,0,
None,DisableOnlyLowerBody,65535,476,0,255,PlayerCliffMakerReflectReady,0,0,Player:崖造成跳ね返り、準備,0,0,0,
None,DisableOnlyLowerBody,65535,477,0,255,GstScatterSmall,0,0,ゆうたろう魂：飛び散った後,0,64,0,
None,DisableOnlyLowerBody,65535,478,0,255,GstReceive,0,0,ゆうたろう魂：魂もらう,0,64,0,
None,DisableOnlyLowerBody,65535,480,0,255,MaReGstSurprised,0,0,ゆうたろう：特殊漫符：驚く,0,64,0,
None,DisableOnlyLowerBody,65535,482,2,255,DeliveryForGst,0,0,【受渡し】ゆうたろうに魂返す,0,0,0,
None,DisableOnlyLowerBody,65535,491,2,255,PlayerFaintUp,0,0,Player:気絶から起き上がる,0,0,0,
None,DisableOnlyLowerBody,65535,492,2,255,DodProcedure,0,0,モーリー：おでかけ手続き,0,64,0,
None,DisableOnlyLowerBody,65535,493,2,255,MaReDodWireless,0,0,モーリー：特殊漫符：無線通信,0,64,0,
None,DisableOnlyLowerBody,65535,494,2,255,MaReDodRoger,0,0,モーリー：特殊漫符：ラジャー,0,68,0,
None,DisableOnlyLowerBody,65535,495,1,255,NpcYoga,0,0,NPC：ヨガ,0,0,0,
None,DisableOnlyLowerBody,65535,497,3,255,PlayerBeeFaint,0,0,Player:ハチ刺され倒れる,0,0,0,
None,DisableOnlyLowerBody,65535,498,1,255,NpcSmartPhonePress,0,0,NPC：スマホで撮る,0,0,0,
None,DisableOnlyLowerBody,65535,500,0,255,CommonStickLightUp,0,0,スティックライトを振る,0,4,0,
None,DisableOnlyLowerBody,65535,502,2,255,PlayerMosquitoSting,0,0,Player:カに刺される,0,0,0,
None,DisableOnlyLowerBody,65535,503,0,255,CommonStickLightKeep,0,0,スティックライトを振り続ける,0,4,0,
None,DisableOnlyLowerBody,65535,504,0,255,HgsSew,0,0,あさみ：ミシン,0,64,0,
None,DisableOnlyLowerBody,65535,506,2,255,PlayerMailBoxClose,0,0,Player:ポスト閉める,0,0,0,
None,DisableOnlyLowerBody,65535,507,2,255,PlayerMailBoxOpenKeep,0,0,Player:ポスト開け続ける,0,0,0,
None,DisableOnlyLowerBody,65535,508,2,255,PlayerMailBoxOpen,0,0,Player:ポスト開ける,0,0,0,
None,DisableOnlyLowerBody,65535,510,0,255,CommonStickLightDown,0,0,スティックライトを降ろす,0,4,0,
None,DisableOnlyLowerBody,65535,514,3,255,NpcRhythm,0,0,NPC：リズムにノる,0,4,0,
None,DisableOnlyLowerBody,65535,521,3,255,NpcTalkAha,0,0,NPC：会話のフリ(あっ！),0,30,0,
None,DisableOnlyLowerBody,65535,522,3,255,NpcTalkEh,0,0,NPC：会話のフリ(えっ？),0,30,0,
None,DisableOnlyLowerBody,65535,523,3,255,NpcTalkShocked,0,0,NPC：話のフリ(驚／ハッ！),0,30,0,
None,DisableOnlyLowerBody,65535,524,2,15,PlayerItemPutawaySub,0,0,Player:おすそわけ：サブしまう,0,20,0,
None,DisableOnlyLowerBody,65535,525,1,255,NpcObservation,0,0,NPC：観察（虫眼鏡）,0,0,0,
None,DisableOnlyLowerBody,65535,529,0,255,TkkAGuitarPlayEnd,0,0,とたけけ：ギター弾き終えウエイト,0,64,0,
None,DisableOnlyLowerBody,65535,530,3,255,NpcSpHit,0,0,アミ叩かれ,0,64,0,
None,DisableOnlyLowerBody,65535,531,1,255,NpcPlaneRun,0,0,NPC：ひこうきばしり,0,0,1,
None,DisableOnlyLowerBody,65535,532,0,255,MannequinPause01,0,0,マネキンポーズ01,0,0,0,
None,DisableOnlyLowerBody,65535,533,0,255,MannequinPause02,0,0,マネキンポーズ02,0,0,0,
None,DisableOnlyLowerBody,65535,534,0,255,MannequinPause03,0,0,マネキンポーズ03,0,0,0,
None,DisableOnlyLowerBody,65535,535,0,255,MannequinPause04,0,0,マネキンポーズ04,0,0,0,
None,DisableOnlyLowerBody,65535,536,0,255,MannequinPause05,0,0,マネキンポーズ05,0,0,0,
None,DisableOnlyLowerBody,65535,537,0,255,MannequinPause06,0,0,マネキンポーズ06,0,0,0,
None,DisableOnlyLowerBody,65535,539,0,13,HgcDrawWait,0,0,ことの：スケッチウエイト,0,64,0,
None,DisableOnlyLowerBody,65535,540,0,13,MaReHgcCheck,0,0,ことの：特殊漫符：チェック,0,64,0,
None,DisableOnlyLowerBody,65535,541,2,13,MaReHgcCheckRain,0,0,ことの：特殊漫符：雨の日チェック,0,64,0,
None,DisableOnlyLowerBody,65535,542,3,255,PlayerGoOutFittingRoom,0,0,試着室から出る,0,0,0,
None,DisableOnlyLowerBody,65535,543,3,255,PlayerInFittingRoom,0,0,試着室に入っている,0,0,0,
None,DisableOnlyLowerBody,65535,544,3,255,PlayerGoInFittingRoom,0,0,試着室に入る,0,0,0,
None,DisableOnlyLowerBody,65535,545,1,255,NpcPlaneTurn,0,0,NPC：ひこうきばしりターン,0,0,0,
None,DisableOnlyLowerBody,65535,546,2,255,NpcPlayMusicBoth,0,0,NPC：演奏する（両手）,0,4,0,
None,DisableOnlyLowerBody,65535,547,2,255,NpcSwitch,0,0,NPC：スイッチ,0,30,0,
None,DisableOnlyLowerBody,65535,548,0,255,NpcLipSync,0,0,NPC：リップシンク,0,0,0,
None,DisableOnlyLowerBody,65535,550,2,255,PlayerGetShow,0,0,Player:ゲットして見せびらかし,0,0,0,
None,DisableOnlyLowerBody,65535,551,0,255,TkkALipSync,0,0,とたけけ：リップシンク,0,64,0,
None,DisableOnlyLowerBody,65535,552,3,255,PlayerDemoTurn,0,0,Player:デモターン,0,0,0,
None,DisableOnlyLowerBody,65535,553,0,255,MaReTkkQuestionMark,0,0,とたけけ：特殊漫符：はて？,0,64,0,
None,DisableOnlyLowerBody,65535,554,0,255,MaReTkkNodding,0,0,とたけけ：特殊漫符：うなずく,0,64,0,
None,DisableOnlyLowerBody,65535,555,0,255,MaReTkkEh,0,0,とたけけ：特殊漫符：えっ？,0,64,0,
None,DisableOnlyLowerBody,65535,556,3,255,PlayerPassGap,0,0,Player:隙間移動,0,0,0,
None,DisableOnlyLowerBody,65535,557,3,255,PlayerPassGapReadyWait,0,0,Player:隙間移動待機,0,0,0,
None,DisableOnlyLowerBody,65535,558,3,255,PlayerPassGapReady,0,0,Player:隙間移動準備,0,0,0,
None,DisableOnlyLowerBody,65535,559,1,255,SzaNewsNotice,0,0,しずえ：カメラに気づく,0,64,0,
None,DisableOnlyLowerBody,65535,560,1,255,SzaNewsPrepare,0,0,しずえ：放送準備,0,64,0,
None,DisableOnlyLowerBody,65535,563,3,255,NpcLookUp,0,0,NPC：空を見上げる,0,0,0,
None,DisableOnlyLowerBody,65535,564,2,255,NpcSpArrange,0,0,特殊サービス：汎用がさごそ,0,68,0,
None,DisableOnlyLowerBody,65535,566,0,255,NpcSpTyping,0,0,特殊サービス：PCカタカタ,0,68,0,
None,DisableOnlyLowerBody,65535,567,0,255,NpcSpBook,0,0,特殊サービス：本を読む（立ち）,0,68,0,
None,DisableOnlyLowerBody,65535,568,0,255,NpcSpDusterHigh,0,0,特殊サービス：はたき（高）,0,64,0,
None,DisableOnlyLowerBody,65535,569,0,255,NpcSpDrinking,0,0,特殊サービス：飲む,0,68,0,
None,DisableOnlyLowerBody,65535,571,0,255,NpcSpDusterMiddle,0,0,特殊サービス：はたき（中）,0,64,0,
None,DisableOnlyLowerBody,65535,572,0,255,NpcSpBookSit,0,0,特殊サービス：本を読む（座り）,0,68,0,
None,DisableOnlyLowerBody,65535,573,0,255,NpcSpWatering,0,0,しずえ：サービス：花に水やる,0,64,0,
None,DisableOnlyLowerBody,65535,574,2,255,NpcSpWatchDisplay,0,0,しずえ：サービス：眺める,0,64,0,
None,DisableOnlyLowerBody,65535,575,0,255,NpcSpDrinkingSit,0,0,特殊サービス：飲む（座り）,0,68,0,
None,DisableOnlyLowerBody,65535,576,3,255,NpcSpRhythm,0,0,つぶまめ：リズムに乗る,0,64,0,
None,DisableOnlyLowerBody,65535,577,2,255,BreakSmartPhonePullout,0,0,壊れたスマホ取り出す,0,12,0,
None,DisableOnlyLowerBody,65535,578,3,255,SzaHumming,1,0,しずえハミング,0,30,0,
None,DisableOnlyLowerBody,65535,579,3,255,PlayerRhythm,0,0,Player:リズムに乗る,0,0,0,
None,DisableOnlyLowerBody,65535,580,2,255,NpcLiveRhythm,0,0,NPC：とたけけライブにノる,0,0,0,
None,DisableOnlyLowerBody,65535,581,2,255,DeliveryForGstEnd,0,0,【受渡し】ゆうたろうに魂返し終える,0,0,0,
None,DisableOnlyLowerBody,65535,582,0,0,NpcTambourineSound,0,0,NPC：タンバリンを鳴らす,0,6,0,
None,DisableOnlyLowerBody,65535,584,0,255,NpcSpTambourineSound,0,0,特殊サービス：タンバリンを鳴らす,0,70,0,
None,DisableOnlyLowerBody,65535,585,2,255,BeyTakePictures,0,0,ジャスティン：写真撮る,0,64,0,
None,DisableOnlyLowerBody,65535,586,1,255,NpcDiy,0,0,NPC：DIYをする,0,0,0,
None,DisableOnlyLowerBody,65535,587,2,255,NpcPlayMusic,0,0,NPC：演奏する（片手）,0,4,0,
None,DisableOnlyLowerBody,65535,588,3,255,NpcWind,0,0,NPC：扇風機にあたる,0,0,0,
None,DisableOnlyLowerBody,65535,590,0,255,BeyMeddle,0,0,ジャスティン：サービス：ウキいじり,0,68,0,
None,DisableOnlyLowerBody,65535,591,3,255,NpcWarm,0,0,NPC：温まる,0,0,0,
None,DisableOnlyLowerBody,65535,592,0,255,ChyNetAimKeep,0,0,レックス：サービス：アミを構える,0,64,0,
None,DisableOnlyLowerBody,65535,593,0,255,NpcSpGymnastics,0,0,特殊サービス：ラジオ体操,0,64,0,
